# RPairs file created from KEGG LIGAND version 49.0 reaction file
# REACTION_ID	RPAIR_ID	LEFT_CPD_ID	RIGHT_CPD_ID	LINK_TYPE
R00344	RP00109	C00022	C00036	main
R00344	RP05067	C00036	C00288	main
R00345	RP00078	C00036	C00074	main
R00345	RP00122	C00009	C00074	main
R00345	RP05676	C00001	C00009	leave
R00345	RP05729	C00011	C00036	leave
R00346	RP00078	C00036	C00074	main
R00346	RP00190	C00009	C00013	main
R00346	RP05729	C00011	C00036	leave
R00346	RP08697	C00013	C00074	trans
R00347	RP05091	C00036	C03961	main
R00347	RP08720	C00014	C03961	leave
R00348	RP05207	C00036	C02362	main
R00348	RP05758	C00001	C00036	leave
R00348	RP08740	C00014	C02362	leave
R00350	RP05220	C00022	C04115	main
R00350	RP05224	C00036	C04115	main
R00351	RP00007	C00010	C00024	main
R00351	RP00177	C00036	C00158	main
R00351	RP05880	C00024	C00158	trans
R00352	RP00003	C00002	C00008	ligase
R00352	RP00007	C00010	C00024	main
R00352	RP00010	C00002	C00009	ligase
R00352	RP00177	C00036	C00158	main
R00352	RP05880	C00024	C00158	trans
R00353	RP00109	C00022	C00036	main
R00353	RP00124	C00024	C00083	main
R00353	RP08742	C00036	C00083	trans
R00354	RP05290	C00036	C00566	main
R00355	RP00014	C00025	C00026	main
R00355	RP00059	C00036	C00049	main
R00355	RP05883	C00025	C00049	trans
R00355	RP08744	C00026	C00036	trans
R00357	RP00006	C00007	C00027	cofac
R00357	RP00059	C00036	C00049	main
R00357	RP05758	C00001	C00036	leave
R00357	RP05886	C00014	C00049	leave
R00359	RP00006	C00007	C00027	cofac
R00359	RP00356	C00036	C00402	main
R00359	RP05758	C00001	C00036	leave
R00359	RP08775	C00014	C00402	leave
R00360	RP00006	C00007	C00027	cofac
R00360	RP00079	C00036	C00149	main
R00361	RP00079	C00036	C00149	main
R00362	RP00177	C00036	C00158	main
R00362	RP05305	C00033	C00158	main
R00363	RP09148	C00036	C03981	main
R00364	RP00038	C00125	C00126	cofac
R00364	RP00043	C00037	C00048	main
R00364	RP05737	C00001	C00048	leave
R00364	RP05764	C00014	C00037	leave
R00365	RP00002	C00003	C00004	cofac
R00365	RP00043	C00037	C00048	main
R00365	RP05737	C00001	C00048	leave
R00365	RP05764	C00014	C00037	leave
R00366	RP00006	C00007	C00027	cofac
R00366	RP00043	C00037	C00048	main
R00366	RP05737	C00001	C00048	leave
R00366	RP05764	C00014	C00037	leave
R00367	RP00004	C00019	C00021	main
R00367	RP00161	C00037	C00213	main
R00367	RP08818	C00019	C00213	trans
R00368	RP00002	C00003	C00004	cofac
R00368	RP05317	C00037	C03790	main
R00368	RP08823	C00022	C03790	trans
R00368	RP10324	C00001	C00022	leave
R00369	RP00021	C00022	C00041	main
R00369	RP00043	C00037	C00048	main
R00369	RP08828	C00037	C00041	trans
R00369	RP08910	C00022	C00048	trans
R00370	RP00007	C00010	C00024	main
R00370	RP05323	C00037	C03214	main
R00370	RP08927	C00024	C03214	trans
R00371	RP00007	C00010	C00024	main
R00371	RP05324	C00037	C03508	main
R00371	RP08936	C00024	C03508	trans
R00372	RP00014	C00025	C00026	main
R00372	RP00043	C00037	C00048	main
R00372	RP08949	C00026	C00048	trans
R00372	RP08954	C00025	C00037	trans
R00373	RP00043	C00037	C00048	main
R00373	RP00059	C00036	C00049	main
R00373	RP06133	C00037	C00049	trans
R00373	RP08966	C00036	C00048	trans
R00375	RP05332	C00039	C00131	main
R00375	RP06134	C00013	C00131	leave
R00376	RP05526	C00039	C00286	main
R00376	RP06135	C00013	C00286	leave
R00377	RP05527	C00039	C00458	main
R00377	RP05893	C00013	C00458	leave
R00378	RP05555	C00039	C00459	main
R00378	RP05824	C00013	C00459	leave
R00379	RP06136	C00013	C00677	leave
R00381	RP00008	C00002	C00020	ligase
R00381	RP00009	C00002	C00013	ligase
R00382	RP00641	C00003	C00455	ligase
R00382	RP03498	C00003	C00020	ligase
R00383	RP00019	C00010	C00040	main
R00383	RP00865	C00040	C00060	main
R00383	RP05681	C00001	C00060	leave
R00384	RP00002	C00003	C00004	cofac
R00385	RP00001	C00005	C00006	cofac
R00387	RP00001	C00005	C00006	cofac
R00388	RP00006	C00007	C00027	cofac
R00389	RP00008	C00002	C00020	ligase
R00389	RP00009	C00002	C00013	ligase
R00389	RP00019	C00010	C00040	main
R00390	RP00008	C00002	C00020	ligase
R00390	RP00009	C00002	C00013	ligase
R00390	RP00019	C00010	C00040	main
R00391	RP00019	C00010	C00040	main
R00391	RP00870	C00040	C00264	trans
R00391	RP06137	C00024	C00264	main
R00393	RP00026	C00024	C00033	main
R00393	RP00871	C00040	C02403	main
R00393	RP06138	C00024	C00040	trans
R00394	RP00019	C00010	C00040	main
R00394	RP00055	C00035	C00044	cofac
R00394	RP00227	C00009	C00044	cofac
R00395	RP00019	C00010	C00040	main
R00395	RP00874	C00037	C02055	main
R00395	RP06139	C00040	C02055	trans
R00396	RP00002	C00003	C00004	cofac
R00396	RP00021	C00022	C00041	main
R00396	RP06140	C00014	C00041	leave
R00396	RP10324	C00001	C00022	leave
R00397	RP00875	C00041	C00049	main
R00397	RP05898	C00011	C00049	leave
R00398	RP00002	C00003	C00004	cofac
R00398	RP00876	C00041	C03210	main
R00398	RP06141	C00022	C03210	main
R00398	RP10324	C00001	C00022	leave
R00399	RP00007	C00010	C00024	main
R00399	RP00877	C00041	C03341	main
R00399	RP06142	C00024	C03341	trans
R00400	RP00021	C00022	C00041	main
R00400	RP00059	C00036	C00049	main
R00400	RP06143	C00022	C00036	trans
R00400	RP06144	C00041	C00049	trans
R00401	RP00878	C00041	C00133	main
R00402	RP00002	C00003	C00004	cofac
R00402	RP00121	C00042	C00122	main
R00405	RP00003	C00002	C00008	ligase
R00405	RP00010	C00002	C00009	ligase
R00405	RP00032	C00042	C00091	main
R00405	RP00035	C00010	C00091	main
R00406	RP00032	C00042	C00091	main
R00406	RP00378	C00149	C04348	main
R00407	RP00032	C00042	C00091	main
R00407	RP00035	C00010	C00091	main
R00407	RP05712	C00001	C00042	leave
R00408	RP00018	C00016	C01352	cofac
R00408	RP00121	C00042	C00122	main
R00409	RP00879	C00022	C04593	main
R00409	RP00880	C00042	C04593	main
R00410	RP00032	C00042	C00091	main
R00410	RP00085	C00164	C00332	main
R00410	RP06146	C00091	C00332	trans
R00411	RP00881	C00025	C05931	main
R00411	RP00882	C00042	C05931	main
R00411	RP05712	C00001	C00042	leave
R00412	RP00121	C00042	C00122	main
R00414	RP00020	C00015	C00043	main
R00414	RP00883	C00043	C00645	main
R00414	RP12776	C00001	C00645	leave
R00415	RP00382	C00013	C00075	main
R00415	RP00884	C00043	C04256	main
R00415	RP06147	C00043	C00075	trans
R00416	RP00382	C00013	C00075	leave
R00416	RP00885	C00043	C04501	main
R00416	RP00886	C00043	C00075	main
R00417	RP00020	C00015	C00043	main
R00418	RP00888	C00043	C00203	main
R00420	RP00889	C00043	C01170	main
R00421	RP00002	C00003	C00004	cofac
R00421	RP00890	C00043	C04573	main
R00424	RP05683	C00001	C00058	leave
R00425	RP00199	C00013	C00044	main
R00425	RP00892	C00044	C01304	main
R00425	RP05683	C00001	C00058	leave
R00425	RP05686	C00001	C00013	leave
R00426	RP00199	C00013	C00044	main
R00426	RP00392	C00044	C00144	main
R00426	RP05686	C00001	C00013	leave
R00426	RP05771	C00001	C00144	leave
R00428	RP00893	C00044	C05922	main
R00429	RP00894	C00044	C04494	main
R00429	RP06153	C00002	C04494	trans
R00429	RP12346	C00002	C00020	main
R00430	RP00036	C00022	C00074	main
R00430	RP00055	C00035	C00044	main
R00430	RP05911	C00044	C00074	trans
R00431	RP00055	C00035	C00044	ligase
R00431	RP00078	C00036	C00074	main
R00431	RP05729	C00011	C00036	leave
R00431	RP05911	C00044	C00074	trans
R00432	RP00032	C00042	C00091	main
R00432	RP00035	C00010	C00091	main
R00432	RP00055	C00035	C00044	ligase
R00432	RP00227	C00009	C00044	ligase
R00434	RP00895	C00044	C00942	main
R00434	RP05707	C00013	C00044	leave
R00435	RP00009	C00002	C00013	leave
R00435	RP06154	C00002	C00046	trans
R00436	RP00008	C00002	C00020	ligase
R00436	RP00009	C00002	C00013	ligase
R00436	RP00896	C00046	C02073	main
R00437	RP00658	C00008	C00009	leave
R00437	RP00897	C00008	C00046	main
R00438	RP00898	C00015	C00046	main
R00439	RP00899	C00035	C00046	trans
R00439	RP05826	C00009	C00035	leave
R00440	RP00900	C00046	C00112	trans
R00440	RP05916	C00009	C00112	leave
R00441	RP00901	C00044	C00046	main
R00441	RP05707	C00013	C00044	leave
R00442	RP01194	C00013	C00063	leave
R00442	RP06156	C00046	C00063	trans
R00443	RP00382	C00013	C00075	leave
R00443	RP06157	C00046	C00075	trans
R00444	RP05750	C00013	C00201	leave
R00444	RP06158	C00046	C00201	trans
R00445	RP00002	C00003	C00004	cofac
R00445	RP00902	C00047	C04092	main
R00445	RP05796	C00014	C00047	leave
R00446	RP00002	C00003	C00004	cofac
R00446	RP00903	C00047	C01475	main
R00446	RP05796	C00014	C00047	leave
R00447	RP00006	C00007	C00027	cofac
R00447	RP00904	C00047	C03239	main
R00447	RP05796	C00014	C00047	leave
R00447	RP05924	C00001	C03239	leave
R00448	RP00001	C00005	C00006	cofac
R00448	RP00013	C00001	C00007	leave
R00448	RP00905	C00047	C01028	main
R00449	RP00013	C00001	C00007	leave
R00449	RP00906	C00047	C00990	main
R00449	RP05927	C00011	C00047	leave
R00449	RP06161	C00007	C00990	leave
R00451	RP00907	C00047	C00680	main
R00451	RP06162	C00011	C00680	leave
R00452	RP00001	C00005	C00006	cofac
R00452	RP00908	C00047	C04020	main
R00452	RP06163	C00022	C04020	main
R00452	RP10324	C00001	C00022	leave
R00453	RP00021	C00022	C00041	main
R00453	RP00405	C00047	C04076	main
R00453	RP06164	C00022	C04076	trans
R00453	RP06165	C00041	C00047	trans
R00454	RP00007	C00010	C00024	main
R00454	RP00263	C00047	C02727	main
R00454	RP06166	C00024	C02727	trans
R00457	RP00014	C00025	C00026	main
R00457	RP00405	C00047	C04076	main
R00457	RP06167	C00026	C04076	trans
R00457	RP06168	C00025	C00047	trans
R00458	RP00263	C00047	C02727	main
R00458	RP00909	C00033	C02727	main
R00458	RP05678	C00001	C00033	leave
R00459	RP00910	C00047	C00408	main
R00460	RP00911	C00047	C00739	main
R00461	RP00912	C00047	C01142	main
R00462	RP00913	C00047	C01672	main
R00462	RP05927	C00011	C00047	leave
R00463	RP00914	C00047	C02837	main
R00463	RP06169	C00001	C00047	leave
R00465	RP00001	C00005	C00006	cofac
R00465	RP00112	C00048	C00160	main
R00466	RP00006	C00007	C00027	cofac
R00466	RP00915	C00048	C00209	main
R00466	RP05877	C00001	C00209	leave
R00468	RP00001	C00005	C00006	cofac
R00468	RP00229	C00010	C00313	main
R00468	RP00916	C00048	C00313	main
R00469	RP00410	C00048	C00603	main
R00469	RP05682	C00001	C00011	leave
R00469	RP06170	C00011	C00603	leave
R00469	RP06171	C00014	C00603	leave
R00470	RP00917	C00022	C01127	main
R00470	RP00918	C00048	C01127	main
R00471	RP00919	C00022	C05946	main
R00471	RP00920	C00048	C05946	main
R00472	RP00007	C00010	C00024	main
R00472	RP00921	C00048	C00149	main
R00472	RP06172	C00024	C00149	trans
R00473	RP00922	C00024	C04348	main
R00473	RP00923	C00048	C04348	main
R00474	RP00924	C00026	C03217	main
R00474	RP00925	C00048	C03217	main
R00474	RP05677	C00011	C00026	leave
R00474	RP05908	C00011	C00048	leave
R00475	RP00006	C00007	C00027	cofac
R00475	RP00112	C00048	C00160	main
R00476	RP00112	C00048	C00160	main
R00477	RP00926	C00036	C01990	main
R00477	RP00927	C00048	C01990	main
R00478	RP00928	C00037	C03961	main
R00478	RP00929	C00048	C03961	main
R00479	RP00930	C00042	C00311	main
R00479	RP00931	C00048	C00311	main
R00480	RP00003	C00002	C00008	main
R00480	RP00932	C00049	C03082	main
R00480	RP06173	C00002	C03082	trans
R00481	RP00006	C00007	C00027	cofac
R00481	RP00933	C00049	C05840	main
R00482	RP00003	C00002	C00008	ligase
R00482	RP00010	C00002	C00009	ligase
R00482	RP00116	C00049	C00152	main
R00482	RP05800	C00014	C00152	leave
R00483	RP00008	C00002	C00020	ligase
R00483	RP00009	C00002	C00013	ligase
R00483	RP00116	C00049	C00152	main
R00483	RP05800	C00014	C00152	leave
R00484	RP00423	C00049	C00438	main
R00484	RP05682	C00001	C00011	leave
R00484	RP06175	C00014	C00438	leave
R00485	RP00116	C00049	C00152	main
R00485	RP05800	C00014	C00152	leave
R00485	RP05801	C00001	C00049	leave
R00486	RP00934	C00049	C02512	main
R00486	RP05801	C00001	C00049	leave
R00486	RP06176	C00014	C02512	leave
R00487	RP00007	C00010	C00024	main
R00487	RP00425	C00049	C01042	main
R00487	RP06177	C00024	C01042	trans
R00488	RP00425	C00049	C01042	main
R00488	RP00935	C00033	C01042	main
R00488	RP05678	C00001	C00033	leave
R00489	RP00936	C00049	C00099	main
R00489	RP05898	C00011	C00049	leave
R00490	RP00937	C00049	C00122	main
R00490	RP05886	C00014	C00049	leave
R00491	RP00938	C00049	C00402	main
R00494	RP00431	C00051	C01419	main
R00494	RP00939	C00025	C00051	main
R00494	RP05695	C00001	C00025	leave
R00497	RP00003	C00002	C00008	ligase
R00497	RP00010	C00002	C00009	ligase
R00497	RP00432	C00037	C00051	main
R00497	RP00940	C00051	C00669	main
R00499	RP00941	C00042	C03174	main
R00499	RP00942	C00051	C03174	main
R00499	RP05712	C00001	C00042	leave
R00501	RP00002	C00003	C00004	cofac
R00501	RP00943	C00052	C00617	main
R00502	RP00382	C00013	C00075	main
R00502	RP00438	C00052	C00446	main
R00502	RP06180	C00052	C00075	trans
R00503	RP00017	C00015	C00052	main
R00503	RP00439	C00031	C00243	main
R00503	RP06181	C00052	C00243	trans
R00504	RP00442	C00052	C00105	main
R00504	RP00944	C00043	C04739	main
R00504	RP06182	C00052	C04739	trans
R00505	RP00945	C00052	C03733	main
R00506	RP00017	C00015	C00052	main
R00507	RP00016	C00053	C00054	main
R00507	RP05685	C00001	C00059	leave
R00507	RP06184	C00053	C00059	leave
R00508	RP00446	C00053	C00224	main
R00508	RP05676	C00001	C00009	leave
R00509	RP00003	C00002	C00008	leave
R00509	RP00446	C00053	C00224	main
R00509	RP00946	C00002	C00053	main
R00510	RP00947	C00055	C00117	main
R00510	RP00948	C00055	C00380	main
R00510	RP05723	C00001	C00117	leave
R00511	RP00044	C00055	C00475	main
R00511	RP05676	C00001	C00009	leave
R00512	RP00003	C00002	C00008	main
R00512	RP00451	C00055	C00112	main
R00512	RP06187	C00002	C00112	trans
R00513	RP00003	C00002	C00008	main
R00513	RP00044	C00055	C00475	main
R00513	RP00949	C00002	C00055	trans
R00514	RP00451	C00055	C00112	main
R00514	RP05676	C00001	C00009	leave
R00514	RP05916	C00009	C00112	leave
R00515	RP00950	C00055	C00063	main
R00515	RP01194	C00013	C00063	leave
R00515	RP06340	C00001	C00055	leave
R00516	RP00044	C00055	C00475	main
R00516	RP00047	C00015	C00075	main
R00516	RP06188	C00055	C00075	trans
R00517	RP00044	C00055	C00475	main
R00517	RP00055	C00035	C00044	main
R00517	RP06189	C00044	C00055	trans
R00518	RP00003	C00002	C00008	main
R00518	RP00951	C00058	C02405	main
R00518	RP06190	C00002	C02405	trans
R00519	RP00002	C00003	C00004	cofac
R00519	RP03735	C00011	C00058	leave
R00521	RP00952	C00010	C00798	main
R00521	RP00953	C00058	C00798	main
R00521	RP05683	C00001	C00058	leave
R00522	RP00954	C00058	C00209	main
R00522	RP05860	C00011	C00209	leave
R00524	RP00955	C00058	C00488	main
R00524	RP05683	C00001	C00058	leave
R00524	RP06191	C00014	C00488	leave
R00525	RP00459	C00025	C01045	main
R00525	RP00956	C00058	C01045	main
R00525	RP05683	C00001	C00058	leave
R00526	RP00957	C00049	C01044	main
R00526	RP00958	C00058	C01044	main
R00526	RP05683	C00001	C00058	leave
R00527	RP00463	C00051	C01031	main
R00527	RP00959	C00058	C01031	main
R00527	RP05683	C00001	C00058	leave
R00528	RP00038	C00125	C00126	cofac
R00528	RP00465	C00059	C00094	main
R00528	RP05685	C00001	C00059	leave
R00529	RP00009	C00002	C00013	leave
R00529	RP00960	C00002	C00224	main
R00529	RP01639	C00059	C00224	leave
R00530	RP00658	C00008	C00009	leave
R00530	RP00961	C00008	C00224	main
R00530	RP01639	C00059	C00224	leave
R00531	RP00187	C00020	C00224	main
R00531	RP01639	C00059	C00224	leave
R00531	RP05685	C00001	C00059	leave
R00532	RP00962	C00022	C02703	main
R00532	RP06192	C00014	C02703	leave
R00532	RP06193	C00059	C02703	leave
R00532	RP10324	C00001	C00022	leave
R00533	RP00006	C00007	C00027	cofac
R00533	RP00465	C00059	C00094	main
R00533	RP05685	C00001	C00059	leave
R00534	RP00963	C00031	C02827	main
R00534	RP05679	C00001	C00031	leave
R00534	RP05685	C00001	C00059	leave
R00535	RP00016	C00053	C00054	main
R00535	RP00964	C00951	C08357	main
R00535	RP06194	C00053	C08357	trans
R00536	RP00016	C00053	C00054	main
R00536	RP00965	C05299	C08358	main
R00536	RP06195	C00053	C08358	trans
R00537	RP00016	C00053	C00054	main
R00537	RP00966	C05302	C08359	main
R00537	RP06196	C00053	C08359	trans
R00538	RP00002	C00003	C00004	cofac
R00538	RP00186	C00060	C00071	main
R00538	RP05681	C00001	C00060	leave
R00539	RP00967	C00060	C02133	main
R00539	RP05676	C00001	C00009	leave
R00540	RP00968	C00060	C00726	main
R00540	RP05681	C00001	C00060	leave
R00540	RP06198	C00014	C00726	leave
R00542	RP00969	C00020	C03361	main
R00542	RP00970	C00060	C03361	main
R00542	RP05681	C00001	C00060	leave
R00543	RP00971	C00022	C02119	main
R00543	RP00972	C00060	C02119	main
R00543	RP05681	C00001	C00060	leave
R00544	RP00186	C00060	C00071	main
R00544	RP05681	C00001	C00060	leave
R00545	RP00973	C00047	C02444	main
R00545	RP05681	C00001	C00060	leave
R00546	RP00975	C00049	C02715	main
R00546	RP00976	C00060	C02715	main
R00546	RP05681	C00001	C00060	leave
R00547	RP00977	C00051	C02589	main
R00547	RP00978	C00060	C02589	main
R00547	RP05681	C00001	C00060	leave
R00548	RP00193	C00061	C00255	main
R00548	RP05676	C00001	C00009	leave
R00549	RP00003	C00002	C00008	main
R00549	RP00193	C00061	C00255	main
R00549	RP06200	C00002	C00061	trans
R00550	RP00193	C00061	C00255	main
R00550	RP00208	C00031	C00103	main
R00550	RP06201	C00061	C00103	trans
R00551	RP00066	C00062	C00077	main
R00551	RP00979	C00062	C00086	main
R00551	RP05692	C00001	C00086	leave
R00552	RP00490	C00062	C00327	main
R00552	RP05977	C00001	C00327	leave
R00552	RP05978	C00014	C00062	leave
R00554	RP00003	C00002	C00008	main
R00554	RP00980	C00062	C05945	main
R00554	RP06202	C00002	C05945	trans
R00555	RP00082	C00003	C00153	main
R00555	RP00492	C00062	C01201	main
R00555	RP06203	C00003	C01201	trans
R00556	RP00006	C00007	C00027	cofac
R00556	RP00981	C00062	C05935	main
R00556	RP05978	C00014	C00062	leave
R00556	RP06204	C00001	C05935	leave
R00557	RP00001	C00005	C00006	cofac
R00557	RP00490	C00062	C00327	main
R00557	RP05964	C00007	C00327	leave
R00557	RP06205	C00007	C00533	leave
R00557	RP06206	C00062	C00533	leave
R00558	RP00001	C00005	C00006	cofac
R00558	RP00013	C00001	C00007	leave
R00558	RP00982	C00062	C05933	main
R00559	RP00013	C00001	C00007	leave
R00559	RP00983	C00062	C03078	main
R00559	RP05986	C00011	C00062	leave
R00559	RP06208	C00007	C03078	leave
R00562	RP00002	C00003	C00004	cofac
R00562	RP00984	C00062	C04137	main
R00562	RP06209	C00022	C04137	main
R00562	RP10324	C00001	C00022	leave
R00563	RP00001	C00005	C00006	cofac
R00563	RP00985	C00062	C01682	main
R00563	RP05697	C00001	C00026	leave
R00563	RP06210	C00026	C01682	trans
R00565	RP00066	C00062	C00077	main
R00565	RP00499	C00037	C00581	main
R00565	RP06212	C00062	C00581	trans
R00566	RP00987	C00062	C00179	main
R00566	RP05986	C00011	C00062	leave
R00567	RP00988	C00062	C00792	main
R00568	RP00197	C00063	C00075	main
R00568	RP05992	C00014	C00063	leave
R00569	RP00062	C00063	C00112	main
R00569	RP00989	C00009	C00063	leave
R00569	RP05676	C00001	C00009	leave
R00570	RP00003	C00002	C00008	main
R00570	RP00062	C00063	C00112	main
R00570	RP06213	C00002	C00063	trans
R00571	RP00003	C00002	C00008	ligase
R00571	RP00010	C00002	C00009	ligase
R00571	RP00197	C00063	C00075	main
R00571	RP05992	C00014	C00063	leave
R00572	RP00036	C00022	C00074	main
R00572	RP00062	C00063	C00112	main
R00572	RP06214	C00063	C00074	trans
R00573	RP00003	C00002	C00008	ligase
R00573	RP00010	C00002	C00009	ligase
R00573	RP00024	C00025	C00064	main
R00573	RP00197	C00063	C00075	main
R00573	RP06215	C00063	C00064	trans
R00573	RP06216	C00025	C00075	trans
R00574	RP00990	C00063	C00941	main
R00574	RP01194	C00013	C00063	leave
R00575	RP00003	C00002	C00008	trans
R00575	RP00010	C00002	C00009	cofac
R00575	RP00024	C00025	C00064	main
R00575	RP03826	C00002	C00169	trans
R00575	RP05695	C00001	C00025	leave
R00575	RP06217	C00064	C00169	trans
R00576	RP00021	C00022	C00041	main
R00576	RP00133	C00064	C00940	main
R00576	RP06218	C00022	C00940	trans
R00576	RP06219	C00041	C00064	trans
R00577	RP00019	C00010	C00040	main
R00577	RP00991	C00064	C02716	main
R00577	RP06220	C00040	C02716	trans
R00578	RP00008	C00002	C00020	ligase
R00578	RP00009	C00002	C00013	ligase
R00578	RP00024	C00025	C00064	main
R00578	RP00116	C00049	C00152	main
R00578	RP05883	C00025	C00049	trans
R00578	RP06221	C00064	C00152	trans
R00579	RP00992	C00064	C00819	main
R00581	RP00002	C00003	C00004	cofac
R00581	RP00204	C00065	C00168	main
R00581	RP06120	C00014	C00065	leave
R00582	RP00513	C00065	C01005	main
R00582	RP05676	C00001	C00009	leave
R00584	RP00190	C00009	C00013	leave
R00584	RP00513	C00065	C01005	main
R00584	RP00995	C00013	C01005	main
R00585	RP00021	C00022	C00041	main
R00585	RP00204	C00065	C00168	main
R00585	RP06224	C00022	C00168	trans
R00585	RP06225	C00041	C00065	trans
R00586	RP00007	C00010	C00024	main
R00586	RP00996	C00065	C00979	main
R00586	RP06226	C00024	C00979	trans
R00588	RP00043	C00037	C00048	main
R00588	RP00204	C00065	C00168	main
R00588	RP06227	C00048	C00168	trans
R00588	RP06228	C00037	C00065	trans
R00589	RP00997	C00065	C00740	main
R00590	RP00998	C00065	C02218	main
R00590	RP05699	C00001	C00065	leave
R00594	RP00004	C00019	C00021	main
R00594	RP00999	C01764	C03446	main
R00594	RP06229	C00019	C03446	trans
R00595	RP00004	C00019	C00021	main
R00596	RP00004	C00019	C00021	main
R00597	RP00004	C00019	C00021	main
R00597	RP01002	C01977	C04157	main
R00597	RP06232	C00019	C04157	trans
R00598	RP00004	C00019	C00021	main
R00598	RP01003	C01977	C04158	main
R00598	RP06233	C00019	C04158	trans
R00599	RP00004	C00019	C00021	main
R00600	RP00004	C00019	C00021	main
R00600	RP01005	C01977	C04160	main
R00600	RP06235	C00019	C04160	trans
R00601	RP00004	C00019	C00021	main
R00602	RP00094	C00067	C00132	main
R00602	RP00130	C00001	C00027	leave
R00603	RP01007	C00067	C02271	main
R00603	RP05693	C00001	C00067	leave
R00604	RP00002	C00003	C00004	cofac
R00604	RP00528	C00058	C00067	main
R00604	RP05683	C00001	C00058	leave
R00605	RP00002	C00003	C00004	cofac
R00605	RP00094	C00067	C00132	main
R00606	RP00529	C00067	C00218	main
R00606	RP05693	C00001	C00067	leave
R00606	RP05832	C00014	C00218	leave
