# RPairs file created from KEGG LIGAND version 49.0 reaction file
# REACTION_ID	RPAIR_ID	LEFT_CPD_ID	RIGHT_CPD_ID	LINK_TYPE
R03979	RP07821	C02534	C03254	main
R03979	RP07822	C00001	C02534	leave
R03980	RP00341	C00468	C02538	main
R03980	RP05685	C00001	C00059	leave
R03980	RP07823	C00059	C02538	leave
R03981	RP00017	C00015	C00052	main
R03982	RP00001	C00005	C00006	cofac
R03982	RP00013	C00001	C00007	cofac
R03982	RP03602	C00115	C02575	leave
R03982	RP03603	C00007	C03434	leave
R03982	RP07825	C02575	C03434	main
R03983	RP03604	C02583	C03636	trans
R03983	RP07109	C00014	C02583	leave
R03983	RP07827	C01664	C03636	main
R03984	RP00025	C00051	C00127	cofac
R03984	RP03605	C02587	C03684	main
R03984	RP12564	C00001	C03684	leave
R03986	RP05767	C00001	C00105	leave
R03987	RP00016	C00053	C00054	main
R03987	RP03608	C02592	C03642	main
R03987	RP07828	C00053	C03642	trans
R03989	RP00001	C00005	C00006	cofac
R03989	RP00256	C02593	C05273	main
R03990	RP00018	C00016	C01352	cofac
R03990	RP00256	C02593	C05273	main
R03991	RP03610	C02593	C05259	trans
R03991	RP03612	C00010	C02593	main
R03991	RP07829	C00024	C05259	main
R03992	RP03611	C02038	C03881	main
R03992	RP03612	C00010	C02593	main
R03992	RP07830	C02593	C03881	trans
R03993	RP05676	C00001	C00009	leave
R03993	RP12565	C02601	C03808	main
R03993	RP12566	C00009	C03808	leave
R03994	RP03614	C01746	C03882	main
R03994	RP03615	C00010	C02611	main
R03994	RP07832	C02611	C03882	trans
R03995	RP03616	C02612	C06033	main
R03995	RP07833	C00011	C06033	leave
R03995	RP12316	C00001	C02612	leave
R03996	RP00012	C00015	C00029	main
R03997	RP00001	C00005	C00006	cofac
R03997	RP00013	C00001	C00007	leave
R03997	RP03618	C02625	C02933	main
R03997	RP07835	C00007	C02933	leave
R03998	RP00002	C00003	C00004	cofac
R03998	RP00013	C00001	C00007	leave
R03998	RP00722	C02247	C05165	main
R03998	RP06047	C00007	C05165	leave
R03999	RP00001	C00005	C00006	cofac
R03999	RP00013	C00001	C00007	leave
R03999	RP00722	C02247	C05165	main
R03999	RP06047	C00007	C05165	leave
R04000	RP00026	C00024	C00033	main
R04000	RP03620	C02630	C03058	main
R04000	RP07837	C00024	C03058	trans
R04001	RP03621	C02631	C04411	main
R04001	RP07838	C00001	C04411	leave
R04002	RP00003	C00002	C00008	main
R04002	RP03622	C02632	C03754	main
R04002	RP07839	C00002	C03754	trans
R04003	RP03623	C02086	C03727	main
R04003	RP03624	C02635	C03727	main
R04003	RP06001	C00115	C02635	leave
R04005	RP00012	C00015	C00029	main
R04005	RP00723	C02646	C05855	main
R04005	RP07840	C00029	C05855	trans
R04006	RP00723	C02646	C05855	main
R04006	RP03627	C00031	C05855	main
R04006	RP05679	C00001	C00031	leave
R04008	RP03629	C02647	C05935	main
R04008	RP07841	C00011	C05935	leave
R04009	RP03630	C02658	C05718	main
R04009	RP07842	C00011	C05718	leave
R04010	RP03631	C02660	C03098	main
R04011	RP03633	C00064	C16690	trans
R04011	RP05752	C00014	C00064	leave
R04011	RP12572	C02671	C16690	main
R04012	RP00724	C02671	C03933	main
R04012	RP03634	C00819	C03933	trans
R04012	RP05974	C00014	C00819	leave
R04013	RP00004	C00019	C00021	main
R04013	RP03635	C02673	C04578	main
R04013	RP07843	C00019	C02673	trans
R04014	RP03636	C00229	C05223	main
R04014	RP03637	C02679	C05223	main
R04014	RP07844	C00001	C02679	leave
R04016	RP00017	C00015	C00052	main
R04016	RP00725	C02686	C06126	main
R04016	RP07845	C00052	C06126	trans
R04017	RP00016	C00053	C00054	main
R04017	RP00726	C02686	C06125	main
R04017	RP07846	C00053	C06125	trans
R04018	RP03641	C00270	C06128	main
R04018	RP03642	C02686	C06128	main
R04018	RP05732	C00001	C00270	leave
R04019	RP00725	C02686	C06126	main
R04019	RP03643	C00124	C06126	main
R04019	RP05702	C00001	C00124	leave
R04020	RP03644	C02693	C02938	main
R04020	RP07847	C00001	C02693	leave
R04021	RP00039	C00010	C00154	main
R04021	RP03645	C02705	C03422	main
R04021	RP07848	C00154	C03422	trans
R04022	RP00039	C00010	C00154	main
R04022	RP12562	C02706	C04386	main
R04022	RP12563	C00154	C04386	trans
R04023	RP00003	C00002	C00008	main
R04023	RP12560	C02707	C03874	main
R04023	RP12561	C00002	C03874	trans
R04024	RP00007	C00010	C00024	main
R04024	RP03648	C02709	C02720	main
R04024	RP07851	C00024	C02709	trans
R04025	RP00006	C00007	C00027	cofac
R04025	RP03649	C02714	C05936	main
R04025	RP07852	C00001	C05936	leave
R04025	RP07853	C00014	C02714	leave
R04026	RP03650	C02718	C06195	main
R04026	RP07854	C00001	C02718	leave
R04027	RP00006	C00007	C00027	cofac
R04027	RP03651	C02723	C06178	main
R04027	RP06048	C00014	C02723	leave
R04028	RP00014	C00025	C00026	main
R04028	RP03652	C03682	C03846	main
R04028	RP07856	C00026	C03682	trans
R04028	RP07857	C00025	C03846	trans
R04029	RP00014	C00025	C00026	main
R04029	RP03653	C02727	C05548	main
R04029	RP07858	C00026	C05548	trans
R04029	RP07859	C00025	C02727	trans
R04030	RP00008	C00002	C00020	ligase
R04030	RP00009	C00002	C00013	ligase
R04030	RP00727	C00010	C03160	main
R04030	RP03655	C02730	C03160	main
R04031	RP03656	C02730	C05817	main
R04031	RP07860	C00001	C05817	leave
R04032	RP03657	C02732	C03529	main
R04032	RP07861	C00007	C03529	leave
R04033	RP00004	C00019	C00021	main
R04033	RP03658	C02735	C03711	main
R04033	RP07862	C00019	C03711	trans
R04034	RP03659	C00162	C02737	main
R04034	RP03660	C02737	C05974	main
R04034	RP05684	C00001	C00162	leave
R04035	RP03661	C02739	C02741	main
R04035	RP05686	C00001	C00013	leave
R04035	RP07863	C00013	C02739	leave
R04036	RP00008	C00002	C00020	ligase
R04036	RP00009	C00002	C00013	ligase
R04036	RP03662	C02740	C03797	main
R04036	RP05367	C00007	C00011	leave
R04036	RP07864	C00007	C03797	leave
R04036	RP07865	C00011	C02740	leave
R04037	RP03663	C02741	C04896	main
R04037	RP06049	C00001	C04896	leave
R04038	RP03664	C00020	C04713	main
R04038	RP05727	C00013	C00235	leave
R04038	RP09832	C00235	C04713	trans
R04039	RP00025	C00051	C00127	cofac
R04040	RP03667	C02759	C04435	main
R04041	RP00012	C00015	C00029	main
R04041	RP03668	C02768	C04508	main
R04041	RP07867	C00029	C04508	trans
R04042	RP00629	C00055	C00513	main
R04042	RP03669	C02768	C02768	main
R04042	RP07868	C00513	C02768	trans
R04043	RP03670	C00033	C03820	main
R04043	RP03671	C02773	C03820	main
R04043	RP05678	C00001	C00033	leave
R04044	RP00013	C00001	C00007	cofac
R04044	RP00063	C00268	C00272	cofac
R04046	RP00002	C00003	C00004	cofac
R04046	RP00728	C02778	C03954	main
R04046	RP06050	C00001	C03954	leave
R04047	RP00001	C00005	C00006	cofac
R04047	RP00728	C02778	C03954	main
R04047	RP06050	C00001	C03954	leave
R04048	RP00006	C00007	C00027	cofac
R04048	RP03675	C02779	C06440	main
R04049	RP00002	C00003	C00004	cofac
R04049	RP03676	C02782	C03926	main
R04050	RP00051	C00010	C00083	main
R04050	RP03677	C02791	C04205	main
R04050	RP07872	C00083	C04205	trans
R04051	RP00014	C00025	C00026	main
R04051	RP03678	C02798	C05672	main
R04051	RP07873	C00025	C05672	trans
R04051	RP07874	C00026	C02798	trans
R04053	RP03679	C02798	C03167	main
R04053	RP07875	C00011	C02798	leave
R04055	RP00281	C00165	C00422	main
R04055	RP03680	C02799	C03587	main
R04055	RP07876	C00422	C03587	trans
R04056	RP03681	C00033	C03357	main
R04056	RP03682	C02801	C03357	main
R04056	RP05678	C00001	C00033	leave
R04057	RP00026	C00024	C00033	main
R04057	RP03683	C02804	C03237	main
R04057	RP07877	C00024	C03237	trans
R04058	RP03684	C02805	C02986	main
R04058	RP07878	C00014	C02986	leave
R04059	RP00001	C00005	C00006	cofac
R04059	RP03685	C02807	C04167	main
R04060	RP00001	C00005	C00006	cofac
R04060	RP00013	C00001	C00007	cofac
R04060	RP03686	C02811	C03206	main
R04060	RP07879	C00007	C03206	leave
R04061	RP03687	C02814	C03676	main
R04061	RP07880	C00007	C03676	leave
R04062	RP00004	C00019	C00021	main
R04062	RP12549	C02816	C03941	main
R04062	RP12550	C00019	C03941	trans
R04063	RP03689	C02825	C03887	main
R04063	RP05367	C00007	C00011	leave
R04063	RP07882	C00007	C03887	leave
R04063	RP07883	C00011	C02825	leave
R04065	RP00002	C00003	C00004	cofac
R04065	RP03691	C02835	C05130	main
R04065	RP06051	C00001	C02835	leave
R04066	RP00002	C00003	C00004	cofac
R04066	RP00013	C00001	C00007	leave
R04066	RP03692	C02835	C05133	main
R04066	RP07886	C00007	C05133	leave
R04068	RP00003	C00002	C00008	ligase
R04068	RP00010	C00002	C00009	ligase
R04068	RP00665	C00013	C00119	leave
R04068	RP03694	C02835	C04437	main
R04068	RP05676	C00001	C00009	leave
R04068	RP07888	C00119	C04437	trans
R04070	RP03696	C00069	C03625	main
R04070	RP03697	C02858	C03625	main
R04070	RP12548	C00001	C02858	leave
R04071	RP00012	C00015	C00029	main
R04071	RP03698	C02860	C04422	main
R04071	RP07890	C00029	C04422	trans
R04072	RP00069	C00110	C03862	main
R04072	RP03699	C02189	C02863	main
R04072	RP07891	C02863	C03862	trans
R04073	RP00015	C00026	C00042	cofac
R04073	RP03700	C02871	C03957	main
R04073	RP05677	C00011	C00026	leave
R04073	RP05690	C00007	C00042	leave
R04073	RP10301	C00007	C03957	leave
R04074	RP00082	C00003	C00153	main
R04074	RP12637	C02872	C04339	main
R04074	RP12638	C00003	C04339	trans
R04076	RP02362	C00615	C04261	main
R04076	RP03702	C00247	C02888	main
R04076	RP10154	C02888	C04261	trans
R04077	RP00004	C00019	C00021	main
R04077	RP03703	C02890	C04118	main
R04077	RP07895	C00019	C02890	trans
R04078	RP03704	C02894	C03888	main
R04078	RP05367	C00007	C00011	leave
R04078	RP07896	C00007	C03888	leave
R04078	RP07897	C00011	C02894	leave
R04080	RP03705	C02899	C03032	main
R04081	RP00064	C00035	C00325	main
R04081	RP03706	C02900	C04648	main
R04081	RP07898	C00325	C04648	trans
R04082	RP00031	C00035	C00096	main
R04082	RP03707	C02905	C04511	main
R04082	RP07899	C00096	C04511	trans
R04084	RP03710	C02916	C03758	main
R04084	RP03711	C02916	C04043	main
R04084	RP06053	C00001	C04043	leave
R04085	RP00006	C00007	C00027	cofac
R04085	RP03713	C02918	C05843	main
R04085	RP07903	C00001	C05843	leave
R04088	RP00002	C00003	C00004	cofac
R04088	RP03714	C02923	C04592	main
R04089	RP03715	C02923	C06210	main
R04089	RP07904	C00007	C06210	leave
R04090	RP03716	C00051	C03899	main
R04090	RP03717	C02929	C03899	main
R04090	RP12545	C00001	C02929	leave
R04091	RP00050	C00033	C00979	main
R04091	RP03718	C02932	C04446	main
R04091	RP07905	C00979	C04446	trans
R04092	RP00018	C00016	C01352	cofac
R04092	RP03719	C02934	C06121	main
R04093	RP03720	C02937	C02938	main
R04093	RP07906	C00001	C02937	leave
R04094	RP03721	C02938	C05837	main
R04094	RP05679	C00001	C00031	leave
R04094	RP12542	C00031	C05837	main
R04094	RP12543	C00059	C05837	leave
R04094	RP12544	C00087	C05837	leave
R04095	RP00018	C00016	C01352	cofac
R04095	RP00729	C02939	C03069	main
R04096	RP00729	C02939	C03069	main
R04097	RP00248	C00010	C02939	main
R04097	RP11427	C02939	C15975	trans
R04097	RP12062	C15973	C15975	main
R04099	RP00001	C00005	C00006	cofac
R04099	RP03724	C02943	C03930	main
R04100	RP03725	C02944	C03221	main
R04101	RP07908	C00001	C02949	leave
R04101	RP07909	C00115	C06387	leave
R04101	RP11428	C02949	C06387	main
R04102	RP00013	C00001	C00007	cofac
R04102	RP03727	C02952	C03037	main
R04102	RP07910	C00007	C02952	leave
R04103	RP03728	C02954	C05551	main
R04103	RP03729	C05551	C07086	main
R04103	RP05790	C00001	C07086	leave
R04104	RP03730	C00401	C01490	main
R04105	RP00001	C00005	C00006	cofac
R04105	RP03731	C02975	C03864	main
R04106	RP00001	C00005	C00006	cofac
R04106	RP03732	C02975	C03865	main
R04108	RP00012	C00015	C00029	main
R04108	RP03734	C02980	C03503	main
R04108	RP07912	C00029	C03503	trans
R04109	RP00001	C00005	C00006	cofac
R04109	RP00730	C01641	C02987	main
R04109	RP03736	C02987	C03741	main
R04111	RP02362	C00615	C04261	main
R04111	RP03737	C00208	C02995	main
R04111	RP10155	C02995	C04261	trans
R04112	RP03738	C00041	C02999	main
R04112	RP03739	C02999	C05887	main
R04112	RP12541	C00001	C05887	leave
R04113	RP03741	C03001	C04303	main
R04113	RP07916	C00001	C03001	leave
R04113	RP09269	C02126	C04303	main
R04115	RP00002	C00003	C00004	cofac
R04115	RP03743	C03012	C04314	main
R04117	RP03745	C03012	C06204	main
R04117	RP07918	C00007	C06204	leave
R04118	RP03746	C00195	C03956	main
R04118	RP03747	C03018	C03956	main
R04118	RP12540	C00001	C03018	leave
R04119	RP03748	C00246	C03634	main
R04119	RP03749	C03019	C03634	main
R04119	RP06040	C00001	C00246	leave
R04120	RP00030	C00342	C00343	cofac
R04120	RP03750	C03023	C03895	main
R04120	RP12539	C00001	C03895	leave
R04121	RP00013	C00001	C00007	leave
R04121	RP07919	C00007	C05102	leave
R04122	RP00013	C00001	C00007	leave
R04123	RP00002	C00003	C00004	cofac
R04125	RP00061	C00101	C00143	main
R04125	RP03755	C01242	C02972	main
R04125	RP07921	C00014	C01242	leave
R04125	RP07922	C00143	C01242	trans
R04126	RP00003	C00002	C00008	main
R04126	RP10289	C00002	C03968	trans
R04126	RP10314	C02773	C03968	main
R04127	RP00012	C00015	C00029	main
R04127	RP03757	C03049	C04103	main
R04127	RP07924	C00029	C04103	trans
R04130	RP00002	C00003	C00004	cofac
R04130	RP00013	C00001	C00007	cofac
R04130	RP03758	C03056	C03458	main
R04130	RP07925	C00007	C03458	leave
R04131	RP08346	C00001	C05601	leave
R04131	RP09289	C03063	C05601	main
R04132	RP03760	C03063	C06201	main
R04132	RP07927	C00001	C06201	leave
R04133	RP03761	C03063	C04052	main
R04133	RP06054	C00011	C04052	leave
R04134	RP03762	C03063	C05600	main
R04135	RP03763	C03066	C03678	main
R04135	RP07929	C00011	C03066	leave
R04136	RP00001	C00005	C00006	cofac
R04136	RP03764	C03067	C03351	main
R04137	RP03765	C03069	C05998	main
R04137	RP07930	C00001	C05998	leave
R04138	RP00003	C00002	C00008	ligase
R04138	RP00010	C00002	C00009	ligase
R04138	RP03766	C00288	C03231	main
R04138	RP03767	C03069	C03231	main
R04139	RP00002	C00003	C00004	cofac
R04139	RP03768	C03070	C03990	main
R04140	RP03769	C03077	C03679	main
R04140	RP07931	C00001	C03077	leave
R04140	RP07932	C00014	C03679	leave
R04141	RP03770	C00033	C03837	main
R04141	RP03771	C03081	C03837	main
R04141	RP05678	C00001	C00033	leave
R04142	RP00002	C00003	C00004	cofac
R04142	RP03772	C03087	C05548	main
R04142	RP07933	C00011	C05548	leave
R04142	RP07934	C00001	C03087	leave
R04143	RP00003	C00002	C00008	main
R04143	RP03773	C03089	C04188	main
R04143	RP07935	C00002	C04188	trans
R04144	RP00003	C00002	C00008	ligase
R04144	RP00010	C00002	C00009	ligase
R04144	RP03774	C00037	C03838	main
R04144	RP03775	C03090	C03838	main
R04145	RP00004	C00019	C00021	main
R04145	RP12551	C03105	C04061	main
R04145	RP12552	C00019	C04061	trans
R04146	RP05678	C00001	C00033	leave
R04147	RP03779	C05557	C06564	main
R04148	RP00331	C00253	C01185	main
R04148	RP03780	C03114	C04778	main
R04148	RP07938	C01185	C04778	trans
R04149	RP05985	C00001	C00416	leave
R04150	RP00727	C00010	C03160	main
R04150	RP03783	C03160	C03657	main
R04151	RP00002	C00003	C00004	cofac
R04151	RP03784	C03164	C04468	main
R04152	RP00021	C00022	C00041	main
R04152	RP03785	C03167	C03557	main
R04152	RP07939	C00022	C03167	trans
R04152	RP07940	C00041	C03557	trans
R04153	RP00096	C00073	C00155	main
R04153	RP03786	C03173	C03392	main
R04153	RP07941	C00073	C03392	trans
R04154	RP03787	C03178	C03314	main
R04156	RP05676	C00001	C00009	leave
R04157	RP00008	C00002	C00020	ligase
R04157	RP00009	C00002	C00013	ligase
R04157	RP03789	C00010	C03188	main
R04157	RP03790	C03188	C04025	main
R04158	RP03791	C00623	C04590	main
R04158	RP03792	C00353	C04590	trans
R04158	RP05736	C00013	C00353	leave
R04159	RP00167	C00012	C03193	main
R04159	RP03793	C00045	C03363	main
R04160	RP03794	C03198	C03590	main
R04161	RP03795	C03198	C05343	main
R04162	RP03796	C03201	C05977	main
R04162	RP05676	C00001	C00009	leave
R04162	RP07945	C00009	C05977	leave
R04163	RP00002	C00003	C00004	cofac
R04163	RP00731	C03205	C05485	main
R04164	RP00001	C00005	C00006	cofac
R04164	RP00731	C03205	C05485	main
R04165	RP03798	C03205	C04108	main
R04166	RP03799	C03207	C03748	main
R04166	RP07946	C00001	C03748	leave
R04167	RP03800	C03215	C04234	main
R04167	RP05676	C00001	C00009	leave
R04167	RP07947	C00009	C04234	leave
R04168	RP03801	C03216	C03216	trans
R04169	RP00004	C00019	C00021	main
R04169	RP03802	C03219	C03982	main
R04169	RP07948	C00019	C03982	trans
R04170	RP03803	C03221	C05262	main
R04170	RP07949	C00001	C05262	leave
R04171	RP00014	C00025	C00026	main
R04171	RP03804	C03227	C05645	main
R04171	RP07950	C00026	C05645	trans
R04171	RP07951	C00025	C03227	trans
R04172	RP03805	C03227	C05636	main
R04172	RP07952	C00011	C03227	leave
R04173	RP00014	C00025	C00026	main
R04173	RP03806	C01005	C03232	main
R04173	RP07953	C00026	C03232	trans
R04173	RP07954	C00025	C01005	trans
R04174	RP03807	C00033	C05548	main
R04174	RP03808	C03239	C05548	main
R04174	RP05678	C00001	C00033	leave
R04175	RP03809	C03239	C04092	main
R04175	RP05924	C00001	C03239	leave
R04176	RP00082	C00003	C00153	main
R04177	RP03811	C03248	C03981	main
R04177	RP07956	C00001	C03981	leave
R04178	RP03812	C03263	C05770	main
R04179	RP00315	C00029	C00105	main
R04179	RP00732	C03268	C04645	main
R04179	RP07957	C00029	C04645	trans
R04180	RP00732	C03268	C04645	main
R04180	RP03814	C00103	C04645	main
R04180	RP05813	C00001	C00103	leave
R04182	RP00037	C00015	C00203	main
R04182	RP00733	C03272	C04925	main
R04182	RP07958	C00203	C04925	trans
R04183	RP00733	C03272	C04925	main
R04183	RP03816	C01132	C04925	main
R04183	RP05770	C00001	C01132	leave
R04184	RP00734	C03272	C04737	main
R04184	RP03817	C01132	C03272	main
R04184	RP05770	C00001	C01132	leave
R04185	RP00002	C00003	C00004	cofac
R04185	RP00735	C03277	C03817	main
R04186	RP00001	C00005	C00006	cofac
R04186	RP00735	C03277	C03817	main
R04187	RP00021	C00022	C00041	main
R04187	RP00736	C03284	C06002	main
R04187	RP07959	C00041	C03284	trans
R04187	RP07960	C00022	C06002	trans
R04188	RP00014	C00025	C00026	main
R04188	RP00736	C03284	C06002	main
R04188	RP07961	C00026	C06002	trans
R04188	RP07962	C00025	C03284	trans
R04189	RP03821	C03296	C03415	main
R04189	RP05682	C00001	C00011	leave
R04189	RP07963	C00011	C03296	leave
R04189	RP07964	C00014	C03296	leave
R04190	RP00004	C00019	C00021	main
R04190	RP03822	C03306	C04311	main
R04190	RP07965	C00019	C04311	trans
R04191	RP03823	C00069	C03317	main
R04191	RP03824	C03317	C05167	main
R04191	RP12536	C00001	C05167	leave
R04192	RP00007	C00010	C00024	main
R04192	RP12537	C03318	C04149	main
R04192	RP12538	C00024	C04149	trans
R04193	RP00737	C03323	C03323	main
R04193	RP12559	C03323	C03323	trans
R04194	RP00205	C00031	C00089	main
R04194	RP00737	C03323	C03323	main
R04194	RP07967	C00089	C03323	trans
R04198	RP00002	C00003	C00004	cofac
R04198	RP00740	C03340	C03972	main
R04199	RP00001	C00005	C00006	cofac
R04199	RP00740	C03340	C03972	main
R04200	RP00002	C00003	C00004	cofac
R04200	RP00741	C03341	C03943	main
R04200	RP06056	C00001	C03341	leave
R04200	RP06057	C00014	C03943	leave
R04201	RP00001	C00005	C00006	cofac
R04201	RP00741	C03341	C03943	main
R04201	RP06056	C00001	C03341	leave
R04201	RP06057	C00014	C03943	leave
R04202	RP03831	C02498	C03690	main
R04202	RP03832	C03343	C03690	main
R04202	RP07971	C00001	C03343	leave
R04203	RP00002	C00003	C00004	cofac
R04203	RP03833	C03344	C04405	main
R04204	RP03834	C03345	C04405	main
R04204	RP07972	C00001	C04405	leave
R04205	RP03836	C00010	C03345	main
R04205	RP09276	C02621	C04170	main
R04205	RP09847	C03345	C04170	trans
R04206	RP03837	C03356	C04309	main
R04206	RP07974	C00001	C03356	leave
R04208	RP00003	C00002	C00008	ligase
R04208	RP00010	C00002	C00009	ligase
R04208	RP03838	C03373	C04640	main
R04209	RP03839	C03373	C04751	main
R04209	RP07975	C00011	C04751	leave
R04210	RP00002	C00003	C00004	cofac
R04210	RP03840	C03393	C06054	main
R04211	RP00229	C00010	C00313	main
R04211	RP03841	C03401	C04209	main
R04211	RP07976	C00313	C04209	trans
R04212	RP00003	C00002	C00008	ligase
R04212	RP00010	C00002	C00009	ligase
R04212	RP00024	C00025	C00064	main
R04212	RP03842	C03402	C06113	main
R04212	RP05695	C00001	C00025	leave
R04212	RP07978	C00064	C03402	trans
R04213	RP00016	C00053	C00054	main
R04213	RP03843	C03404	C04201	main
R04213	RP07979	C00053	C04201	trans
R04214	RP03844	C03409	C05133	main
R04214	RP07980	C00001	C03409	leave
R04215	RP01194	C00013	C00063	leave
R04215	RP03845	C03410	C03691	main
R04215	RP03846	C00063	C03691	trans
R04216	RP03847	C03021	C11572	main
R04216	RP03848	C00621	C04213	main
R04216	RP07981	C04213	C11572	trans
R04217	RP00014	C00025	C00026	main
R04217	RP03849	C03415	C05932	main
R04217	RP07982	C00026	C05932	trans
R04217	RP07983	C00025	C03415	trans
R04218	RP03850	C03427	C05421	main
R04218	RP07984	C00013	C03427	leave
R04221	RP00006	C00007	C00027	cofac
R04221	RP03851	C03440	C04282	main
R04222	RP03852	C01121	C04767	main
R04222	RP03853	C00363	C03442	main
R04222	RP07985	C03442	C04767	trans
R04223	RP03854	C03453	C03589	main
R04223	RP05890	C00001	C03589	leave
R04223	RP05892	C00011	C03453	leave
R04224	RP03855	C03460	C06000	main
R04224	RP07986	C00001	C06000	leave
R04225	RP09733	C00011	C00671	leave
R04225	RP11207	C00671	C15979	trans
R04225	RP12059	C15972	C15979	main
R04227	RP00537	C00157	C04230	main
R04227	RP03858	C00381	C01884	main
R04227	RP10309	C00157	C01884	trans
R04228	RP00002	C00003	C00004	cofac
R04228	RP00742	C03474	C04050	main
R04228	RP06058	C00001	C03474	leave
R04229	RP00001	C00005	C00006	cofac
R04229	RP00742	C03474	C04050	main
R04229	RP06058	C00001	C03474	leave
R04230	RP00008	C00002	C00020	ligase
R04230	RP00009	C00002	C00013	ligase
R04230	RP00258	C00097	C04352	main
R04230	RP00259	C03492	C04352	main
R04231	RP00258	C00097	C04352	main
R04231	RP00259	C03492	C04352	main
R04231	RP00950	C00055	C00063	ligase
R04231	RP01194	C00013	C00063	ligase
R04234	RP00014	C00025	C00026	main
R04234	RP03867	C03493	C03590	main
R04234	RP07989	C00026	C03590	trans
R04234	RP07990	C00025	C03493	trans
R04235	RP00003	C00002	C00008	main
R04235	RP03868	C03495	C04187	main
R04235	RP07991	C00002	C04187	trans
R04236	RP00002	C00003	C00004	cofac
R04236	RP03869	C03505	C03894	main
R04237	RP00004	C00019	C00021	main
R04237	RP03870	C03516	C04536	main
R04237	RP07992	C00019	C04536	trans
R04238	RP03871	C00066	C03880	main
R04238	RP03872	C03523	C03880	main
R04238	RP07993	C00001	C03523	leave
R04239	RP00006	C00007	C00027	cofac
R04239	RP03873	C03530	C03531	main
R04239	RP07994	C00001	C03531	leave
R04239	RP07995	C00014	C03530	leave
R04241	RP00003	C00002	C00008	ligase
R04241	RP00010	C00002	C00009	ligase
R04241	RP03875	C00025	C03541	main
R04242	RP03877	C00101	C03541	main
R04246	RP03879	C03557	C05672	main
R04246	RP07997	C00011	C05672	leave
R04247	RP01194	C00013	C00063	leave
R04247	RP03880	C03557	C05673	main
R04247	RP03881	C00063	C05673	trans
R04248	RP03882	C00189	C03557	main
R04248	RP07998	C00009	C00027	leave
R04248	RP07999	C00027	C00189	leave
R04248	RP08000	C00009	C03557	leave
R04249	RP03883	C03557	C05678	main
R04250	RP11460	C03557	C05679	main
R04251	RP11443	C03167	C05682	main
R04252	RP11461	C03557	C05683	main
R04254	RP12676	C00010	C03561	main
R04256	RP00001	C00005	C00006	cofac
R04256	RP00013	C00001	C00007	cofac
R04256	RP08002	C00007	C03577	leave
R04256	RP10162	C03577	C05952	main
R04257	RP03887	C03582	C05901	main
R04258	RP03888	C02375	C03585	main
R04258	RP08003	C00007	C03585	leave
R04259	RP03889	C03585	C04522	main
R04260	RP03890	C03586	C04105	main
R04263	RP00002	C00003	C00004	cofac
R04263	RP03893	C03594	C05455	main
R04264	RP00001	C00005	C00006	cofac
R04264	RP03893	C03594	C05455	main
R04265	RP00001	C00005	C00006	cofac
R04265	RP03894	C03598	C04297	main
R04266	RP03895	C03598	C03599	main
R04267	RP00003	C00002	C00008	main
R04267	RP03896	C03607	C03786	main
R04267	RP08005	C00002	C03786	trans
R04268	RP03897	C00058	C04258	main
R04268	RP03898	C03617	C04258	main
R04268	RP05683	C00001	C00058	leave
R04269	RP00014	C00025	C00026	main
R04269	RP03899	C03618	C06030	main
R04269	RP08006	C00026	C06030	trans
R04269	RP08007	C00025	C03618	trans
R04270	RP03900	C01019	C04698	main
R04270	RP03901	C03619	C04698	main
R04270	RP08008	C00001	C01019	leave
R04271	RP03902	C03621	C03622	main
R04271	RP03903	C03622	C04081	main
R04271	RP08009	C03621	C04081	trans
R04272	RP03904	C00110	C04213	main
R04272	RP03905	C03632	C04213	main
R04272	RP05777	C00001	C00110	leave
R04273	RP03906	C03633	C03798	main
R04274	RP00008	C00002	C00020	ligase
R04274	RP00009	C00002	C00013	ligase
R04274	RP03907	C03638	C04312	main
R04275	RP00003	C00002	C00008	main
R04276	RP00013	C00001	C00007	cofac
R04276	RP00015	C00026	C00042	cofac
R04276	RP03909	C03648	C05904	main
R04276	RP05677	C00011	C00026	leave
R04276	RP05690	C00007	C00042	leave
R04276	RP09110	C00001	C03648	leave
R04277	RP03910	C03671	C04451	main
R04277	RP08012	C00001	C04451	leave
R04278	RP00002	C00003	C00004	cofac
R04278	RP00745	C03671	C05375	main
R04279	RP00001	C00005	C00006	cofac
R04279	RP00745	C03671	C05375	main
R04280	RP00695	C00132	C05616	main
R04280	RP03912	C03671	C05616	main
R04280	RP06030	C00007	C03671	leave
R04281	RP03913	C03674	C04448	main
R04281	RP03914	C00169	C03674	trans
R04281	RP05719	C00009	C00169	leave
R04282	RP12534	C00001	C16674	leave
R04282	RP12535	C03680	C16674	main
R04283	RP05683	C00001	C00058	leave
R04283	RP10398	C00001	C05572	leave
R04283	RP10668	C00014	C03680	leave
R04283	RP10841	C00058	C03680	main
R04283	RP11466	C03680	C05572	main
R04285	RP00001	C00005	C00006	cofac
R04285	RP03916	C03684	C04244	main
R04286	RP03917	C00536	C04895	leave
R04286	RP03918	C03684	C04895	main
R04291	RP00355	C00043	C00105	main
R04291	RP08014	C00043	C04789	trans
R04291	RP12533	C03706	C04789	main
R04292	RP03922	C00009	C00111	main
R04292	RP03923	C03722	C05840	main
R04292	RP08015	C00001	C00111	leave
R04292	RP08016	C00001	C00111	leave
